,passenger_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,deck,embark_town,alone
393,393,1,1,female,23.0,1,0,113.275,C,First,D,Cherbourg,0
394,394,1,3,female,24.0,0,2,16.7,S,Third,G,Southampton,0
395,395,0,3,male,22.0,0,0,7.7958,S,Third,,Southampton,1
396,396,0,3,female,31.0,0,0,7.8542,S,Third,,Southampton,1
397,397,0,2,male,46.0,0,0,26.0,S,Second,,Southampton,1
398,398,0,2,male,23.0,0,0,10.5,S,Second,,Southampton,1
399,399,1,2,female,28.0,0,0,12.65,S,Second,,Southampton,1
400,400,1,3,male,39.0,0,0,7.925,S,Third,,Southampton,1
401,401,0,3,male,26.0,0,0,8.05,S,Third,,Southampton,1
402,402,0,3,female,21.0,1,0,9.825,S,Third,,Southampton,0
403,403,0,3,male,28.0,1,0,15.85,S,Third,,Southampton,0
404,404,0,3,female,20.0,0,0,8.6625,S,Third,,Southampton,1
405,405,0,2,male,34.0,1,0,21.0,S,Second,,Southampton,0
406,406,0,3,male,51.0,0,0,7.75,S,Third,,Southampton,1
407,407,1,2,male,3.0,1,1,18.75,S,Second,,Southampton,0
408,408,0,3,male,21.0,0,0,7.775,S,Third,,Southampton,1
409,409,0,3,female,,3,1,25.4667,S,Third,,Southampton,0
410,410,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
411,411,0,3,male,,0,0,6.8583,Q,Third,,Queenstown,1
412,412,1,1,female,33.0,1,0,90.0,Q,First,C,Queenstown,0
413,413,0,2,male,,0,0,0.0,S,Second,,Southampton,1
414,414,1,3,male,44.0,0,0,7.925,S,Third,,Southampton,1
415,415,0,3,female,,0,0,8.05,S,Third,,Southampton,1
416,416,1,2,female,34.0,1,1,32.5,S,Second,,Southampton,0
417,417,1,2,female,18.0,0,2,13.0,S,Second,,Southampton,0
418,418,0,2,male,30.0,0,0,13.0,S,Second,,Southampton,1
419,419,0,3,female,10.0,0,2,24.15,S,Third,,Southampton,0
420,420,0,3,male,,0,0,7.8958,C,Third,,Cherbourg,1
421,421,0,3,male,21.0,0,0,7.7333,Q,Third,,Queenstown,1
422,422,0,3,male,29.0,0,0,7.875,S,Third,,Southampton,1
423,423,0,3,female,28.0,1,1,14.4,S,Third,,Southampton,0
424,424,0,3,male,18.0,1,1,20.2125,S,Third,,Southampton,0
425,425,0,3,male,,0,0,7.25,S,Third,,Southampton,1
426,426,1,2,female,28.0,1,0,26.0,S,Second,,Southampton,0
427,427,1,2,female,19.0,0,0,26.0,S,Second,,Southampton,1
428,428,0,3,male,,0,0,7.75,Q,Third,,Queenstown,1
429,429,1,3,male,32.0,0,0,8.05,S,Third,E,Southampton,1
430,430,1,1,male,28.0,0,0,26.55,S,First,C,Southampton,1
431,431,1,3,female,,1,0,16.1,S,Third,,Southampton,0
432,432,1,2,female,42.0,1,0,26.0,S,Second,,Southampton,0
433,433,0,3,male,17.0,0,0,7.125,S,Third,,Southampton,1
434,434,0,1,male,50.0,1,0,55.9,S,First,E,Southampton,0
435,435,1,1,female,14.0,1,2,120.0,S,First,B,Southampton,0
436,436,0,3,female,21.0,2,2,34.375,S,Third,,Southampton,0
437,437,1,2,female,24.0,2,3,18.75,S,Second,,Southampton,0
438,438,0,1,male,64.0,1,4,263.0,S,First,C,Southampton,0
439,439,0,2,male,31.0,0,0,10.5,S,Second,,Southampton,1
440,440,1,2,female,45.0,1,1,26.25,S,Second,,Southampton,0
441,441,0,3,male,20.0,0,0,9.5,S,Third,,Southampton,1
442,442,0,3,male,25.0,1,0,7.775,S,Third,,Southampton,0
443,443,1,2,female,28.0,0,0,13.0,S,Second,,Southampton,1
444,444,1,3,male,,0,0,8.1125,S,Third,,Southampton,1
445,445,1,1,male,4.0,0,2,81.8583,S,First,A,Southampton,0
446,446,1,2,female,13.0,0,1,19.5,S,Second,,Southampton,0
447,447,1,1,male,34.0,0,0,26.55,S,First,,Southampton,1
448,448,1,3,female,5.0,2,1,19.2583,C,Third,,Cherbourg,0
449,449,1,1,male,52.0,0,0,30.5,S,First,C,Southampton,1
450,450,0,2,male,36.0,1,2,27.75,S,Second,,Southampton,0
451,451,0,3,male,,1,0,19.9667,S,Third,,Southampton,0
452,452,0,1,male,30.0,0,0,27.75,C,First,C,Cherbourg,1
453,453,1,1,male,49.0,1,0,89.1042,C,First,C,Cherbourg,0
454,454,0,3,male,,0,0,8.05,S,Third,,Southampton,1
455,455,1,3,male,29.0,0,0,7.8958,C,Third,,Cherbourg,1
456,456,0,1,male,65.0,0,0,26.55,S,First,E,Southampton,1
457,457,1,1,female,,1,0,51.8625,S,First,D,Southampton,0
458,458,1,2,female,50.0,0,0,10.5,S,Second,,Southampton,1
459,459,0,3,male,,0,0,7.75,Q,Third,,Queenstown,1
460,460,1,1,male,48.0,0,0,26.55,S,First,E,Southampton,1
461,461,0,3,male,34.0,0,0,8.05,S,Third,,Southampton,1
462,462,0,1,male,47.0,0,0,38.5,S,First,E,Southampton,1
463,463,0,2,male,48.0,0,0,13.0,S,Second,,Southampton,1
464,464,0,3,male,,0,0,8.05,S,Third,,Southampton,1
465,465,0,3,male,38.0,0,0,7.05,S,Third,,Southampton,1
466,466,0,2,male,,0,0,0.0,S,Second,,Southampton,1
467,467,0,1,male,56.0,0,0,26.55,S,First,,Southampton,1
468,468,0,3,male,,0,0,7.725,Q,Third,,Queenstown,1
469,469,1,3,female,0.75,2,1,19.2583,C,Third,,Cherbourg,0
470,470,0,3,male,,0,0,7.25,S,Third,,Southampton,1
471,471,0,3,male,38.0,0,0,8.6625,S,Third,,Southampton,1
472,472,1,2,female,33.0,1,2,27.75,S,Second,,Southampton,0
473,473,1,2,female,23.0,0,0,13.7917,C,Second,D,Cherbourg,1
474,474,0,3,female,22.0,0,0,9.8375,S,Third,,Southampton,1
475,475,0,1,male,,0,0,52.0,S,First,A,Southampton,1
476,476,0,2,male,34.0,1,0,21.0,S,Second,,Southampton,0
477,477,0,3,male,29.0,1,0,7.0458,S,Third,,Southampton,0
478,478,0,3,male,22.0,0,0,7.5208,S,Third,,Southampton,1
479,479,1,3,female,2.0,0,1,12.2875,S,Third,,Southampton,0
480,480,0,3,male,9.0,5,2,46.9,S,Third,,Southampton,0
481,481,0,2,male,,0,0,0.0,S,Second,,Southampton,1
482,482,0,3,male,50.0,0,0,8.05,S,Third,,Southampton,1
483,483,1,3,female,63.0,0,0,9.5875,S,Third,,Southampton,1
484,484,1,1,male,25.0,1,0,91.0792,C,First,B,Cherbourg,0
485,485,0,3,female,,3,1,25.4667,S,Third,,Southampton,0
486,486,1,1,female,35.0,1,0,90.0,S,First,C,Southampton,0
487,487,0,1,male,58.0,0,0,29.7,C,First,B,Cherbourg,1
488,488,0,3,male,30.0,0,0,8.05,S,Third,,Southampton,1
489,489,1,3,male,9.0,1,1,15.9,S,Third,,Southampton,0
490,490,0,3,male,,1,0,19.9667,S,Third,,Southampton,0
491,491,0,3,male,21.0,0,0,7.25,S,Third,,Southampton,1
492,492,0,1,male,55.0,0,0,30.5,S,First,C,Southampton,1
493,493,0,1,male,71.0,0,0,49.5042,C,First,,Cherbourg,1
494,494,0,3,male,21.0,0,0,8.05,S,Third,,Southampton,1
495,495,0,3,male,,0,0,14.4583,C,Third,,Cherbourg,1
496,496,1,1,female,54.0,1,0,78.2667,C,First,D,Cherbourg,0
497,497,0,3,male,,0,0,15.1,S,Third,,Southampton,1
498,498,0,1,female,25.0,1,2,151.55,S,First,C,Southampton,0
499,499,0,3,male,24.0,0,0,7.7958,S,Third,,Southampton,1
500,500,0,3,male,17.0,0,0,8.6625,S,Third,,Southampton,1
501,501,0,3,female,21.0,0,0,7.75,Q,Third,,Queenstown,1
502,502,0,3,female,,0,0,7.6292,Q,Third,,Queenstown,1
503,503,0,3,female,37.0,0,0,9.5875,S,Third,,Southampton,1
504,504,1,1,female,16.0,0,0,86.5,S,First,B,Southampton,1
505,505,0,1,male,18.0,1,0,108.9,C,First,C,Cherbourg,0
506,506,1,2,female,33.0,0,2,26.0,S,Second,,Southampton,0
507,507,1,1,male,,0,0,26.55,S,First,,Southampton,1
508,508,0,3,male,28.0,0,0,22.525,S,Third,,Southampton,1
509,509,1,3,male,26.0,0,0,56.4958,S,Third,,Southampton,1
510,510,1,3,male,29.0,0,0,7.75,Q,Third,,Queenstown,1
511,511,0,3,male,,0,0,8.05,S,Third,,Southampton,1
512,512,1,1,male,36.0,0,0,26.2875,S,First,E,Southampton,1
513,513,1,1,female,54.0,1,0,59.4,C,First,,Cherbourg,0
514,514,0,3,male,24.0,0,0,7.4958,S,Third,,Southampton,1
515,515,0,1,male,47.0,0,0,34.0208,S,First,D,Southampton,1
516,516,1,2,female,34.0,0,0,10.5,S,Second,F,Southampton,1
517,517,0,3,male,,0,0,24.15,Q,Third,,Queenstown,1
518,518,1,2,female,36.0,1,0,26.0,S,Second,,Southampton,0
519,519,0,3,male,32.0,0,0,7.8958,S,Third,,Southampton,1
520,520,1,1,female,30.0,0,0,93.5,S,First,B,Southampton,1
521,521,0,3,male,22.0,0,0,7.8958,S,Third,,Southampton,1
522,522,0,3,male,,0,0,7.225,C,Third,,Cherbourg,1
523,523,1,1,female,44.0,0,1,57.9792,C,First,B,Cherbourg,0
524,524,0,3,male,,0,0,7.2292,C,Third,,Cherbourg,1
525,525,0,3,male,40.5,0,0,7.75,Q,Third,,Queenstown,1
526,526,1,2,female,50.0,0,0,10.5,S,Second,,Southampton,1
527,527,0,1,male,,0,0,221.7792,S,First,C,Southampton,1
528,528,0,3,male,39.0,0,0,7.925,S,Third,,Southampton,1
529,529,0,2,male,23.0,2,1,11.5,S,Second,,Southampton,0
530,530,1,2,female,2.0,1,1,26.0,S,Second,,Southampton,0
531,531,0,3,male,,0,0,7.2292,C,Third,,Cherbourg,1
532,532,0,3,male,17.0,1,1,7.2292,C,Third,,Cherbourg,0
533,533,1,3,female,,0,2,22.3583,C,Third,,Cherbourg,0
534,534,0,3,female,30.0,0,0,8.6625,S,Third,,Southampton,1
535,535,1,2,female,7.0,0,2,26.25,S,Second,,Southampton,0
536,536,0,1,male,45.0,0,0,26.55,S,First,B,Southampton,1
537,537,1,1,female,30.0,0,0,106.425,C,First,,Cherbourg,1
538,538,0,3,male,,0,0,14.5,S,Third,,Southampton,1
539,539,1,1,female,22.0,0,2,49.5,C,First,B,Cherbourg,0
540,540,1,1,female,36.0,0,2,71.0,S,First,B,Southampton,0
541,541,0,3,female,9.0,4,2,31.275,S,Third,,Southampton,0
542,542,0,3,female,11.0,4,2,31.275,S,Third,,Southampton,0
543,543,1,2,male,32.0,1,0,26.0,S,Second,,Southampton,0
544,544,0,1,male,50.0,1,0,106.425,C,First,C,Cherbourg,0
545,545,0,1,male,64.0,0,0,26.0,S,First,,Southampton,1
546,546,1,2,female,19.0,1,0,26.0,S,Second,,Southampton,0
547,547,1,2,male,,0,0,13.8625,C,Second,,Cherbourg,1
548,548,0,3,male,33.0,1,1,20.525,S,Third,,Southampton,0
549,549,1,2,male,8.0,1,1,36.75,S,Second,,Southampton,0
550,550,1,1,male,17.0,0,2,110.8833,C,First,C,Cherbourg,0
551,551,0,2,male,27.0,0,0,26.0,S,Second,,Southampton,1
552,552,0,3,male,,0,0,7.8292,Q,Third,,Queenstown,1
553,553,1,3,male,22.0,0,0,7.225,C,Third,,Cherbourg,1
554,554,1,3,female,22.0,0,0,7.775,S,Third,,Southampton,1
555,555,0,1,male,62.0,0,0,26.55,S,First,,Southampton,1
556,556,1,1,female,48.0,1,0,39.6,C,First,A,Cherbourg,0
557,557,0,1,male,,0,0,227.525,C,First,,Cherbourg,1
558,558,1,1,female,39.0,1,1,79.65,S,First,E,Southampton,0
559,559,1,3,female,36.0,1,0,17.4,S,Third,,Southampton,0
560,560,0,3,male,,0,0,7.75,Q,Third,,Queenstown,1
561,561,0,3,male,40.0,0,0,7.8958,S,Third,,Southampton,1
562,562,0,2,male,28.0,0,0,13.5,S,Second,,Southampton,1
563,563,0,3,male,,0,0,8.05,S,Third,,Southampton,1
564,564,0,3,female,,0,0,8.05,S,Third,,Southampton,1
565,565,0,3,male,24.0,2,0,24.15,S,Third,,Southampton,0
566,566,0,3,male,19.0,0,0,7.8958,S,Third,,Southampton,1
567,567,0,3,female,29.0,0,4,21.075,S,Third,,Southampton,0
568,568,0,3,male,,0,0,7.2292,C,Third,,Cherbourg,1
569,569,1,3,male,32.0,0,0,7.8542,S,Third,,Southampton,1
570,570,1,2,male,62.0,0,0,10.5,S,Second,,Southampton,1
571,571,1,1,female,53.0,2,0,51.4792,S,First,C,Southampton,0
572,572,1,1,male,36.0,0,0,26.3875,S,First,E,Southampton,1
573,573,1,3,female,,0,0,7.75,Q,Third,,Queenstown,1
574,574,0,3,male,16.0,0,0,8.05,S,Third,,Southampton,1
575,575,0,3,male,19.0,0,0,14.5,S,Third,,Southampton,1
576,576,1,2,female,34.0,0,0,13.0,S,Second,,Southampton,1
577,577,1,1,female,39.0,1,0,55.9,S,First,E,Southampton,0
578,578,0,3,female,,1,0,14.4583,C,Third,,Cherbourg,0
579,579,1,3,male,32.0,0,0,7.925,S,Third,,Southampton,1
580,580,1,2,female,25.0,1,1,30.0,S,Second,,Southampton,0
581,581,1,1,female,39.0,1,1,110.8833,C,First,C,Cherbourg,0
582,582,0,2,male,54.0,0,0,26.0,S,Second,,Southampton,1
583,583,0,1,male,36.0,0,0,40.125,C,First,A,Cherbourg,1
584,584,0,3,male,,0,0,8.7125,C,Third,,Cherbourg,1
585,585,1,1,female,18.0,0,2,79.65,S,First,E,Southampton,0
586,586,0,2,male,47.0,0,0,15.0,S,Second,,Southampton,1
587,587,1,1,male,60.0,1,1,79.2,C,First,B,Cherbourg,0
588,588,0,3,male,22.0,0,0,8.05,S,Third,,Southampton,1
589,589,0,3,male,,0,0,8.05,S,Third,,Southampton,1
590,590,0,3,male,35.0,0,0,7.125,S,Third,,Southampton,1
591,591,1,1,female,52.0,1,0,78.2667,C,First,D,Cherbourg,0
592,592,0,3,male,47.0,0,0,7.25,S,Third,,Southampton,1
593,593,0,3,female,,0,2,7.75,Q,Third,,Queenstown,0
594,594,0,2,male,37.0,1,0,26.0,S,Second,,Southampton,0
595,595,0,3,male,36.0,1,1,24.15,S,Third,,Southampton,0
596,596,1,2,female,,0,0,33.0,S,Second,,Southampton,1
597,597,0,3,male,49.0,0,0,0.0,S,Third,,Southampton,1
598,598,0,3,male,,0,0,7.225,C,Third,,Cherbourg,1
599,599,1,1,male,49.0,1,0,56.9292,C,First,A,Cherbourg,0
600,600,1,2,female,24.0,2,1,27.0,S,Second,,Southampton,0
601,601,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
602,602,0,1,male,,0,0,42.4,S,First,,Southampton,1
603,603,0,3,male,44.0,0,0,8.05,S,Third,,Southampton,1
604,604,1,1,male,35.0,0,0,26.55,C,First,,Cherbourg,1
605,605,0,3,male,36.0,1,0,15.55,S,Third,,Southampton,0
606,606,0,3,male,30.0,0,0,7.8958,S,Third,,Southampton,1
607,607,1,1,male,27.0,0,0,30.5,S,First,,Southampton,1
608,608,1,2,female,22.0,1,2,41.5792,C,Second,,Cherbourg,0
609,609,1,1,female,40.0,0,0,153.4625,S,First,C,Southampton,1
610,610,0,3,female,39.0,1,5,31.275,S,Third,,Southampton,0
611,611,0,3,male,,0,0,7.05,S,Third,,Southampton,1
612,612,1,3,female,,1,0,15.5,Q,Third,,Queenstown,0
613,613,0,3,male,,0,0,7.75,Q,Third,,Queenstown,1
614,614,0,3,male,35.0,0,0,8.05,S,Third,,Southampton,1
615,615,1,2,female,24.0,1,2,65.0,S,Second,,Southampton,0
616,616,0,3,male,34.0,1,1,14.4,S,Third,,Southampton,0
617,617,0,3,female,26.0,1,0,16.1,S,Third,,Southampton,0
618,618,1,2,female,4.0,2,1,39.0,S,Second,F,Southampton,0
619,619,0,2,male,26.0,0,0,10.5,S,Second,,Southampton,1
620,620,0,3,male,27.0,1,0,14.4542,C,Third,,Cherbourg,0
621,621,1,1,male,42.0,1,0,52.5542,S,First,D,Southampton,0
622,622,1,3,male,20.0,1,1,15.7417,C,Third,,Cherbourg,0
623,623,0,3,male,21.0,0,0,7.8542,S,Third,,Southampton,1
624,624,0,3,male,21.0,0,0,16.1,S,Third,,Southampton,1
625,625,0,1,male,61.0,0,0,32.3208,S,First,D,Southampton,1
626,626,0,2,male,57.0,0,0,12.35,Q,Second,,Queenstown,1
627,627,1,1,female,21.0,0,0,77.9583,S,First,D,Southampton,1
628,628,0,3,male,26.0,0,0,7.8958,S,Third,,Southampton,1
629,629,0,3,male,,0,0,7.7333,Q,Third,,Queenstown,1
630,630,1,1,male,80.0,0,0,30.0,S,First,A,Southampton,1
631,631,0,3,male,51.0,0,0,7.0542,S,Third,,Southampton,1
632,632,1,1,male,32.0,0,0,30.5,C,First,B,Cherbourg,1
633,633,0,1,male,,0,0,0.0,S,First,,Southampton,1
634,634,0,3,female,9.0,3,2,27.9,S,Third,,Southampton,0
635,635,1,2,female,28.0,0,0,13.0,S,Second,,Southampton,1
636,636,0,3,male,32.0,0,0,7.925,S,Third,,Southampton,1
637,637,0,2,male,31.0,1,1,26.25,S,Second,,Southampton,0
638,638,0,3,female,41.0,0,5,39.6875,S,Third,,Southampton,0
639,639,0,3,male,,1,0,16.1,S,Third,,Southampton,0
640,640,0,3,male,20.0,0,0,7.8542,S,Third,,Southampton,1
641,641,1,1,female,24.0,0,0,69.3,C,First,B,Cherbourg,1
642,642,0,3,female,2.0,3,2,27.9,S,Third,,Southampton,0
643,643,1,3,male,,0,0,56.4958,S,Third,,Southampton,1
644,644,1,3,female,0.75,2,1,19.2583,C,Third,,Cherbourg,0
645,645,1,1,male,48.0,1,0,76.7292,C,First,D,Cherbourg,0
646,646,0,3,male,19.0,0,0,7.8958,S,Third,,Southampton,1
647,647,1,1,male,56.0,0,0,35.5,C,First,A,Cherbourg,1
648,648,0,3,male,,0,0,7.55,S,Third,,Southampton,1
649,649,1,3,female,23.0,0,0,7.55,S,Third,,Southampton,1
650,650,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
651,651,1,2,female,18.0,0,1,23.0,S,Second,,Southampton,0
652,652,0,3,male,21.0,0,0,8.4333,S,Third,,Southampton,1
653,653,1,3,female,,0,0,7.8292,Q,Third,,Queenstown,1
654,654,0,3,female,18.0,0,0,6.75,Q,Third,,Queenstown,1
655,655,0,2,male,24.0,2,0,73.5,S,Second,,Southampton,0
656,656,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
657,657,0,3,female,32.0,1,1,15.5,Q,Third,,Queenstown,0
658,658,0,2,male,23.0,0,0,13.0,S,Second,,Southampton,1
659,659,0,1,male,58.0,0,2,113.275,C,First,D,Cherbourg,0
660,660,1,1,male,50.0,2,0,133.65,S,First,,Southampton,0
661,661,0,3,male,40.0,0,0,7.225,C,Third,,Cherbourg,1
662,662,0,1,male,47.0,0,0,25.5875,S,First,E,Southampton,1
663,663,0,3,male,36.0,0,0,7.4958,S,Third,,Southampton,1
664,664,1,3,male,20.0,1,0,7.925,S,Third,,Southampton,0
665,665,0,2,male,32.0,2,0,73.5,S,Second,,Southampton,0
666,666,0,2,male,25.0,0,0,13.0,S,Second,,Southampton,1
667,667,0,3,male,,0,0,7.775,S,Third,,Southampton,1
668,668,0,3,male,43.0,0,0,8.05,S,Third,,Southampton,1
669,669,1,1,female,,1,0,52.0,S,First,C,Southampton,0
670,670,1,2,female,40.0,1,1,39.0,S,Second,,Southampton,0
671,671,0,1,male,31.0,1,0,52.0,S,First,B,Southampton,0
672,672,0,2,male,70.0,0,0,10.5,S,Second,,Southampton,1
673,673,1,2,male,31.0,0,0,13.0,S,Second,,Southampton,1
674,674,0,2,male,,0,0,0.0,S,Second,,Southampton,1
675,675,0,3,male,18.0,0,0,7.775,S,Third,,Southampton,1
676,676,0,3,male,24.5,0,0,8.05,S,Third,,Southampton,1
677,677,1,3,female,18.0,0,0,9.8417,S,Third,,Southampton,1
678,678,0,3,female,43.0,1,6,46.9,S,Third,,Southampton,0
679,679,1,1,male,36.0,0,1,512.3292,C,First,B,Cherbourg,0
680,680,0,3,female,,0,0,8.1375,Q,Third,,Queenstown,1
681,681,1,1,male,27.0,0,0,76.7292,C,First,D,Cherbourg,1
682,682,0,3,male,20.0,0,0,9.225,S,Third,,Southampton,1
683,683,0,3,male,14.0,5,2,46.9,S,Third,,Southampton,0
684,684,0,2,male,60.0,1,1,39.0,S,Second,,Southampton,0
685,685,0,2,male,25.0,1,2,41.5792,C,Second,,Cherbourg,0
686,686,0,3,male,14.0,4,1,39.6875,S,Third,,Southampton,0
687,687,0,3,male,19.0,0,0,10.1708,S,Third,,Southampton,1
688,688,0,3,male,18.0,0,0,7.7958,S,Third,,Southampton,1
689,689,1,1,female,15.0,0,1,211.3375,S,First,B,Southampton,0
690,690,1,1,male,31.0,1,0,57.0,S,First,B,Southampton,0
691,691,1,3,female,4.0,0,1,13.4167,C,Third,,Cherbourg,0
692,692,1,3,male,,0,0,56.4958,S,Third,,Southampton,1
693,693,0,3,male,25.0,0,0,7.225,C,Third,,Cherbourg,1
694,694,0,1,male,60.0,0,0,26.55,S,First,,Southampton,1
695,695,0,2,male,52.0,0,0,13.5,S,Second,,Southampton,1
696,696,0,3,male,44.0,0,0,8.05,S,Third,,Southampton,1
697,697,1,3,female,,0,0,7.7333,Q,Third,,Queenstown,1
698,698,0,1,male,49.0,1,1,110.8833,C,First,C,Cherbourg,0
699,699,0,3,male,42.0,0,0,7.65,S,Third,F,Southampton,1
700,700,1,1,female,18.0,1,0,227.525,C,First,C,Cherbourg,0
701,701,1,1,male,35.0,0,0,26.2875,S,First,E,Southampton,1
702,702,0,3,female,18.0,0,1,14.4542,C,Third,,Cherbourg,0
703,703,0,3,male,25.0,0,0,7.7417,Q,Third,,Queenstown,1
704,704,0,3,male,26.0,1,0,7.8542,S,Third,,Southampton,0
705,705,0,2,male,39.0,0,0,26.0,S,Second,,Southampton,1
706,706,1,2,female,45.0,0,0,13.5,S,Second,,Southampton,1
707,707,1,1,male,42.0,0,0,26.2875,S,First,E,Southampton,1
708,708,1,1,female,22.0,0,0,151.55,S,First,,Southampton,1
709,709,1,3,male,,1,1,15.2458,C,Third,,Cherbourg,0
710,710,1,1,female,24.0,0,0,49.5042,C,First,C,Cherbourg,1
711,711,0,1,male,,0,0,26.55,S,First,C,Southampton,1
712,712,1,1,male,48.0,1,0,52.0,S,First,C,Southampton,0
713,713,0,3,male,29.0,0,0,9.4833,S,Third,,Southampton,1
714,714,0,2,male,52.0,0,0,13.0,S,Second,,Southampton,1
715,715,0,3,male,19.0,0,0,7.65,S,Third,F,Southampton,1
716,716,1,1,female,38.0,0,0,227.525,C,First,C,Cherbourg,1
717,717,1,2,female,27.0,0,0,10.5,S,Second,E,Southampton,1
718,718,0,3,male,,0,0,15.5,Q,Third,,Queenstown,1
719,719,0,3,male,33.0,0,0,7.775,S,Third,,Southampton,1
720,720,1,2,female,6.0,0,1,33.0,S,Second,,Southampton,0
721,721,0,3,male,17.0,1,0,7.0542,S,Third,,Southampton,0
722,722,0,2,male,34.0,0,0,13.0,S,Second,,Southampton,1
723,723,0,2,male,50.0,0,0,13.0,S,Second,,Southampton,1
724,724,1,1,male,27.0,1,0,53.1,S,First,E,Southampton,0
725,725,0,3,male,20.0,0,0,8.6625,S,Third,,Southampton,1
726,726,1,2,female,30.0,3,0,21.0,S,Second,,Southampton,0
727,727,1,3,female,,0,0,7.7375,Q,Third,,Queenstown,1
728,728,0,2,male,25.0,1,0,26.0,S,Second,,Southampton,0
729,729,0,3,female,25.0,1,0,7.925,S,Third,,Southampton,0
730,730,1,1,female,29.0,0,0,211.3375,S,First,B,Southampton,1
731,731,0,3,male,11.0,0,0,18.7875,C,Third,,Cherbourg,1
732,732,0,2,male,,0,0,0.0,S,Second,,Southampton,1
733,733,0,2,male,23.0,0,0,13.0,S,Second,,Southampton,1
734,734,0,2,male,23.0,0,0,13.0,S,Second,,Southampton,1
735,735,0,3,male,28.5,0,0,16.1,S,Third,,Southampton,1
736,736,0,3,female,48.0,1,3,34.375,S,Third,,Southampton,0
737,737,1,1,male,35.0,0,0,512.3292,C,First,B,Cherbourg,1
738,738,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
739,739,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
740,740,1,1,male,,0,0,30.0,S,First,D,Southampton,1
741,741,0,1,male,36.0,1,0,78.85,S,First,C,Southampton,0
742,742,1,1,female,21.0,2,2,262.375,C,First,B,Cherbourg,0
743,743,0,3,male,24.0,1,0,16.1,S,Third,,Southampton,0
744,744,1,3,male,31.0,0,0,7.925,S,Third,,Southampton,1
745,745,0,1,male,70.0,1,1,71.0,S,First,B,Southampton,0
746,746,0,3,male,16.0,1,1,20.25,S,Third,,Southampton,0
747,747,1,2,female,30.0,0,0,13.0,S,Second,,Southampton,1
748,748,0,1,male,19.0,1,0,53.1,S,First,D,Southampton,0
749,749,0,3,male,31.0,0,0,7.75,Q,Third,,Queenstown,1
750,750,1,2,female,4.0,1,1,23.0,S,Second,,Southampton,0
751,751,1,3,male,6.0,0,1,12.475,S,Third,E,Southampton,0
752,752,0,3,male,33.0,0,0,9.5,S,Third,,Southampton,1
753,753,0,3,male,23.0,0,0,7.8958,S,Third,,Southampton,1
754,754,1,2,female,48.0,1,2,65.0,S,Second,,Southampton,0
755,755,1,2,male,0.67,1,1,14.5,S,Second,,Southampton,0
756,756,0,3,male,28.0,0,0,7.7958,S,Third,,Southampton,1
757,757,0,2,male,18.0,0,0,11.5,S,Second,,Southampton,1
758,758,0,3,male,34.0,0,0,8.05,S,Third,,Southampton,1
759,759,1,1,female,33.0,0,0,86.5,S,First,B,Southampton,1
760,760,0,3,male,,0,0,14.5,S,Third,,Southampton,1
761,761,0,3,male,41.0,0,0,7.125,S,Third,,Southampton,1
762,762,1,3,male,20.0,0,0,7.2292,C,Third,,Cherbourg,1
763,763,1,1,female,36.0,1,2,120.0,S,First,B,Southampton,0
764,764,0,3,male,16.0,0,0,7.775,S,Third,,Southampton,1
765,765,1,1,female,51.0,1,0,77.9583,S,First,D,Southampton,0
766,766,0,1,male,,0,0,39.6,C,First,,Cherbourg,1
767,767,0,3,female,30.5,0,0,7.75,Q,Third,,Queenstown,1
768,768,0,3,male,,1,0,24.15,Q,Third,,Queenstown,0
769,769,0,3,male,32.0,0,0,8.3625,S,Third,,Southampton,1
770,770,0,3,male,24.0,0,0,9.5,S,Third,,Southampton,1
771,771,0,3,male,48.0,0,0,7.8542,S,Third,,Southampton,1
772,772,0,2,female,57.0,0,0,10.5,S,Second,E,Southampton,1
773,773,0,3,male,,0,0,7.225,C,Third,,Cherbourg,1
774,774,1,2,female,54.0,1,3,23.0,S,Second,,Southampton,0
775,775,0,3,male,18.0,0,0,7.75,S,Third,,Southampton,1
776,776,0,3,male,,0,0,7.75,Q,Third,F,Queenstown,1
777,777,1,3,female,5.0,0,0,12.475,S,Third,,Southampton,1
778,778,0,3,male,,0,0,7.7375,Q,Third,,Queenstown,1
779,779,1,1,female,43.0,0,1,211.3375,S,First,B,Southampton,0
780,780,1,3,female,13.0,0,0,7.2292,C,Third,,Cherbourg,1
781,781,1,1,female,17.0,1,0,57.0,S,First,B,Southampton,0
782,782,0,1,male,29.0,0,0,30.0,S,First,D,Southampton,1
783,783,0,3,male,,1,2,23.45,S,Third,,Southampton,0
784,784,0,3,male,25.0,0,0,7.05,S,Third,,Southampton,1
785,785,0,3,male,25.0,0,0,7.25,S,Third,,Southampton,1
786,786,1,3,female,18.0,0,0,7.4958,S,Third,,Southampton,1
787,787,0,3,male,8.0,4,1,29.125,Q,Third,,Queenstown,0
788,788,1,3,male,1.0,1,2,20.575,S,Third,,Southampton,0
